#Tax ID,Gene ID,Interaction short phrase,product accession.version,product name,PubMed ID (PMID) list,last update timestamp,GeneRIF text
9606,9253,enhanced by,NP_004747.1,numb-like protein isoform a,18854154,2016-07-26 14:53,Knockdown of numb homolog (Drosophila)-like (NUMBL) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9255,enhanced by,NP_004748.2,aminoacyl tRNA synthase complex-interacting multifunctional protein 1 precursor,19460752,2016-07-26 14:53,Knockdown of aminoacyl tRNA synthetase complex-interacting multifunctional protein 1 (AIMP1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9275,inhibited by,NP_001698.2,B-cell CLL/lymphoma 7 protein family member B isoform 1,22082156,2016-07-26 14:53,Knockdown of B-cell CLL/lymphoma 7B (BCL7B) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,9282,enhanced by,NP_004220.2,mediator of RNA polymerase II transcription subunit 14,18854154,2016-07-26 14:53,Knockdown of mediator complex subunit 14 (MED14) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9282,enhanced by,NP_004220.2,mediator of RNA polymerase II transcription subunit 14,"18187620,25100719",2016-07-26 14:53,Knockdown of mediator complex subunit 14 (MED14) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9284,enhanced by,NP_008916.2,nuclear pore complex-interacting protein family member A1,19460752,2016-07-26 14:53,Knockdown of nuclear pore complex interacting protein (NPIP) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9284,inhibited by,NP_008916.2,nuclear pore complex-interacting protein family member A1,22082156,2016-07-26 14:53,Knockdown of nuclear pore complex interacting protein (NPIP) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,9308,downregulates,NP_001035370.1,CD83 antigen isoform b precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of CD83
9606,9315,enhanced by,NP_004763.1,neuronal regeneration-related protein isoform a,19460752,2016-07-26 14:53,"Knockdown of neuronal regeneration related protein homolog (rat, NREP; P311; C5orf13) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,9330,enhanced by,NP_036218.1,general transcription factor 3C polypeptide 3 isoform 1,18976975,2016-07-26 14:53,"Knockdown of general transcription factor IIIC, polypeptide 3 (GTF3C3) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,9332,enhanced by,NP_004235.4,scavenger receptor cysteine-rich type 1 protein M130 isoform a precursor,18976975,2016-07-26 14:53,Knockdown of CD163 molecule by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9332,upregulates,NP_004235.4,scavenger receptor cysteine-rich type 1 protein M130 isoform a precursor,27355513,2017-09-15 11:26,"HIV-1 infected patient clinical samples exhibit an upregulation of CXCL10 and soluble CD163, which correlates with viral load"
9606,9351,inhibited by,NP_004776.3,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 isoform b,22082156,2016-07-26 14:53,"Knockdown of solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2 (SLC9A3R2) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,9353,inhibited by,NP_004778.1,slit homolog 2 protein isoform 1 precursor,26582347,2017-09-15 11:26,"HIV-1 dendritic cell-to-T cell transmission is inhibited by the presence of recombinant, extracellular Slit2N"
9606,9364,enhanced by,NP_004240.2,ras-related protein Rab-28 isoform 2,18976975,2016-07-26 14:53,"Knockdown of RAB28, member RAS oncogene family by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,9364,enhanced by,NP_004240.2,ras-related protein Rab-28 isoform 2,18187620,2016-07-26 14:53,"Knockdown of RAB28, member RAS oncogene family (RAB28) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,9367,enhanced by,NP_004242.1,ras-related protein Rab-9A,"16140752,22404213",2016-07-26 14:53,"Knockdown of RAB9A, member RAS oncogene family (RAB9A) by siRNA inhibits HIV-1 replication in CD4+/CCR5+/CXCR4+ TZM-bl HeLa cells"
9606,9369,downregulates,NP_001098720.1,neurexin 3 isoform 3 precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of NRXN3
9606,9370,incorporates,NP_001171271.1,adiponectin precursor,27211553,2017-09-15 11:26,"HIV-1 infected clinical samples have plasma extracellular vesicles that contain elevated CCL1 (I309), IGFBP1, CCL5 (RANTES), GMCSF, ANG, ADIPOQ (ACRP30), CSF3 (GCSF), CXCL1 (GRO), ICAM1, IL2RA, IL6R, TNFRSF1A, and TIMP1 when compared to healthy donors"
9606,9375,enhanced by,NP_004791.1,transmembrane 9 superfamily member 2 precursor,18187620,2016-07-26 14:53,Knockdown of transmembrane 9 superfamily member 2 (TM9SF2) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9378,enhanced by,NP_004792.1,neurexin-1 isoform alpha1 precursor,19460752,2016-07-26 14:53,Knockdown of neurexin 1 (NRXN1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9412,enhanced by,NP_004255.2,mediator of RNA polymerase II transcription subunit 21 isoform 1,25100719,2016-07-26 14:53,Knockdown of mediator complex subunit 21 (MED21) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9416,enhanced by,NP_004809.2,probable ATP-dependent RNA helicase DDX23,18854154,2016-07-26 14:53,Knockdown of DEAD (Asp-Glu-Ala-Asp) box polypeptide 23 (DDX23) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9423,enhanced by,NP_004813.2,netrin-1 precursor,18854154,2016-07-26 14:53,Knockdown of netrin 1 (NTN1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9440,enhanced by,NP_004259.3,mediator of RNA polymerase II transcription subunit 17,18976975,2016-07-26 14:53,Knockdown of mediator complex subunit 17 (MED17) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9441,enhanced by,NP_004822.2,mediator of RNA polymerase II transcription subunit 26,"18976975,25100719",2016-07-26 14:53,Knockdown of mediator complex subunit 26 (MED26) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9442,enhanced by,NP_004260.2,mediator of RNA polymerase II transcription subunit 27 isoform 1,"18976975,25100719",2016-07-26 14:53,Knockdown of mediator complex subunit 27 (MED27) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9443,enhanced by,NP_004261.1,mediator of RNA polymerase II transcription subunit 7,"18187620,25100719",2016-07-26 14:53,Knockdown of mediator complex subunit 7 (MED7) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9443,enhanced by,NP_004261.1,mediator of RNA polymerase II transcription subunit 7,18976975,2016-07-26 14:53,Knockdown of mediator complex subunit 7 (MED7) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9443,enhanced by,NP_004261.1,mediator of RNA polymerase II transcription subunit 7,18854154,2016-07-26 14:53,Knockdown of mediator complex subunit 7 (MED7; CRSP9) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9466,downregulates,NP_004834.1,interleukin-27 receptor subunit alpha precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of IL27RA
9606,9477,enhanced by,NP_004266.2,mediator of RNA polymerase II transcription subunit 20 isoform 1,18976975,2016-07-26 14:53,Knockdown of mediator complex subunit 20 (MED20) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9481,enhanced by,NP_004268.3,mitochondrial uncoupling protein 4 isoform 1,18976975,2016-07-26 14:53,"Knockdown of solute carrier family 25, member 27 (SLC25A27) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,9487,enhanced by,NP_004269.1,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform 1 precursor,19460752,2016-07-26 14:53,"Knockdown of phosphatidylinositol glycan anchor biosynthesis, class L (PIGL) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,9497,downregulates,NP_001245308.1,sodium bicarbonate cotransporter 3 isoform b,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of SLC4A7
9606,9497,enhanced by,NP_003606.3,sodium bicarbonate cotransporter 3 isoform a,18976975,2016-07-26 14:53,"Knockdown of solute carrier family 4, sodium bicarbonate cotransporter, member 7 (SLC4A7) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,9524,enhanced by,NP_612510.1,very-long-chain enoyl-CoA reductase isoform 1,18976975,2016-07-26 14:53,"Knockdown of trans-2,3-enoyl-CoA reductase (TECR) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,9534,enhanced by,NP_975011.3,zinc finger protein 254 isoform b,18854154,2016-07-26 14:53,Knockdown of zinc finger protein 254 (ZNF254) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9562,enhanced by,NP_004888.2,multiple inositol polyphosphate phosphatase 1 isoform 1 precursor,19460752,2016-07-26 14:53,Knockdown of multiple inositol-polyphosphate phosphatase 1 (MINPP1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9564,inhibited by,NP_055382.2,breast cancer anti-estrogen resistance protein 1 isoform 6,22082156,2016-07-26 14:53,Knockdown of breast cancer anti-estrogen resistance 1 (BCAR1) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,9570,enhanced by,NP_004278.2,Golgi SNAP receptor complex member 2 isoform A,18187620,2016-07-26 14:53,Knockdown of golgi SNAP receptor complex member 2 (GOSR2) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9575,enhanced by,NP_004889.1,circadian locomoter output cycles protein kaput,18854154,2016-07-26 14:53,"Knockdown of clock homolog (mouse, CLOCK) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,9582,inhibited by,NP_004891.4,DNA dC->dU-editing enzyme APOBEC-3B isoform a,26668372,2017-09-12 10:58,HIV-1 replication is inhibited by APOBEC3B and APOBEC3G in 293T cells
9606,9612,enhanced by,NP_006303.4,nuclear receptor corepressor 2 isoform 1,18187620,2016-07-26 14:53,Knockdown of nuclear receptor corepressor 2 (NCOR2) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9631,enhanced by,NP_004289.1,nuclear pore complex protein Nup155 isoform 2,18187620,2016-07-26 14:53,Knockdown of nucleoporin 155kDa (NUP155) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9631,enhanced by,NP_004289.1,nuclear pore complex protein Nup155 isoform 2,18976975,2016-07-26 14:53,Knockdown of nucleoporin 155kDa (NUP155) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9638,enhanced by,NP_005094.1,fasciculation and elongation protein zeta-1 isoform 1,25818806,2016-07-26 14:53,"RNAi-mediated FEZ1 depletion inhibits early infection, with virus particles exhibiting bi-directional motility but no net movement to the nucleus"
9606,9646,inhibited by,NP_055448.1,RNA polymerase-associated protein CTR9 homolog isoform 1,"22082156,22405323",2016-07-26 14:53,"Knockdown of Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,9658,enhanced by,NP_055458.1,zinc finger protein 516,18976975,2016-07-26 14:53,Knockdown of zinc finger protein 516 (ZNF516) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9681,enhanced by,NP_055477.1,GATOR1 complex protein DEPDC5 isoform 1,18187620,2016-07-26 14:53,Knockdown of DEP domain containing 5 (DEPDC5) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9684,enhanced by,NP_055480.1,leucine-rich repeat-containing protein 14,18976975,2016-07-26 14:53,Knockdown of leucine rich repeat containing 14 (LRRC14) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9716,enhanced by,NP_055506.1,RNA helicase aquarius,18854154,2016-07-26 14:53,Knockdown of aquarius homolog (AQR) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9725,enhanced by,NP_055513.2,CSC1-like protein 1,18854154,2016-07-26 14:53,Knockdown of transmembrane protein 63A (TMEM63A) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9729,enhanced by,NP_055517.3,uncharacterized protein KIAA0408,19460752,2016-07-26 14:53,Knockdown of uncharacterized protein KIAA0408 by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9730,enhanced by,NP_055518.1,DDB1- and CUL4-associated factor 1 isoform 1,"18187620,24932481",2017-09-12 10:58,Knockdown of Vpr (HIV-1) binding protein (VPRBP) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9730,requires,NP_055518.1,DDB1- and CUL4-associated factor 1 isoform 1,27114546,2017-09-12 10:58,"HIV-1 Vpr downregulates HLTF in a DCAF1-dependent manner in HeLa, Jurkat T and primary T cells and primary macrophages as shown through DCAF1 siRNA knockdown"
9606,9743,enhanced by,NP_055530.2,rho GTPase-activating protein 32 isoform 2,18187620,2016-07-26 14:53,Knockdown of Rho GTPase activating protein 32 (ARHGAP32; RICS) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9745,enhanced by,NP_055532.1,zinc finger protein 536 isoform 1,18187620,2016-07-26 14:53,Knockdown of zinc finger protein 536 (ZNF536) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9774,enhanced by,NP_055554.1,bcl-2-associated transcription factor 1 isoform 1,18976975,2016-07-26 14:53,Knockdown of BCL2-associated transcription factor 1 (BCLAF1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9780,downregulates,NP_001136336.2,piezo-type mechanosensitive ion channel component 1,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of PIEZO1
9606,9782,enhanced by,NP_001181883.1,matrin-3 isoform a,26129669,2016-07-26 14:53,siRNA knockdown of MATR3 improves the ZAP-induced degradation of HIV-1 transcripts; MATR3 enhances HIV-1 replication
9606,9789,inhibited by,NP_055567.2,signal peptidase complex subunit 2,22082156,2016-07-26 14:53,Knockdown of signal peptidase complex subunit 2 homolog (S. cerevisiae; SPCS2) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N
9606,9791,enhanced by,NP_055569.1,phosphatidylserine synthase 1 isoform 1,18854154,2016-07-26 14:53,Knockdown of phosphatidylserine synthase 1 (PTDSS1) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9802,enhanced by,NP_055579.1,DAZ-associated protein 2 isoform a,18854154,2016-07-26 14:53,Knockdown of DAZ associated protein 2 (DAZAP2) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9804,upregulates,NP_055580.1,mitochondrial import receptor subunit TOM20 homolog,26936603,2017-09-15 11:26,HIV-1 encephalitis infection upregulates TOM20 and TOM40 protein levels in post-mortem brain samples
9606,9814,inhibited by,NP_055590.2,protein SFI1 homolog isoform b,22082156,2016-07-26 14:53,"Knockdown of Sfi1 homolog, spindle assembly associated (yeast) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,9821,enhanced by,NP_055596.3,RB1-inducible coiled-coil protein 1 isoform 1,18976975,2016-07-26 14:53,Knockdown of RB1-inducible coiled-coil 1 (RB1CC1) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9827,enhanced by,NP_001073965.2,RAB6A-GEF complex partner protein 2,18187620,2016-07-26 14:53,Knockdown of RGP1 retrograde golgi transport homolog (RGP1) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9849,enhanced by,NP_055618.2,zinc finger protein 518A isoform a,19460752,2016-07-26 14:53,Knockdown of zinc finger protein 518A (ZNF518A) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,9853,enhanced by,NP_055621.1,iporin isoform 1,18187620,2016-07-26 14:53,Knockdown of RUN and SH3 domain containing 2 (RUSC2) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9861,enhanced by,NP_055629.1,26S proteasome non-ATPase regulatory subunit 6 isoform 2,18854154,2016-07-26 14:53,"Knockdown of proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 (PSMD6) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,9866,enhanced by,NP_055633.1,tripartite motif-containing protein 66 isoform 1,18854154,2016-07-26 14:53,Knockdown of tripartite motif containing 66 (TRIM66) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9868,enhanced by,NP_055635.3,mitochondrial import receptor subunit TOM70,18187620,2016-07-26 14:53,Knockdown of translocase of outer mitochondrial membrane 70 homolog A (TOMM70A) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9869,inhibited by,NP_036564.3,histone-lysine N-methyltransferase SETDB1 isoform 2,"22082156,22405323",2016-07-26 14:53,"Knockdown of SET domain, bifurcated 1 (SETDB1) by siRNA enhances the early stages of HIV-1 replication in HeLa-CD4 cells infected with viral pseudotypes HIV89.6R and HIV8.2N"
9606,9904,enhanced by,NP_057280.2,probable RNA-binding protein 19,18976975,2016-07-26 14:53,Knockdown of RNA binding motif protein 19 (RBM19) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,9921,enhanced by,NP_055683.3,E3 ubiquitin-protein ligase RNF10 isoform 1,18854154,2016-07-26 14:53,Knockdown of ring finger protein 10 (RNF10) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9949,enhanced by,NP_056180.1,nuclear protein AMMECR1 isoform 1,19460752,2016-07-26 14:53,"Knockdown of Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 (AMMECR1) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,9972,enhanced by,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,18854154,2016-07-26 14:53,Knockdown of nucleoporin 153kDa (NUP153) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,9972,enhanced by,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,"18187620,25731161,26586435",2017-09-12 10:58,Knockdown of nucleoporin 153kDa (NUP153) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,9972,enhanced by,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,"23523133,27107820",2017-09-12 10:58,Depletion of nucleoporin 153kDa (NUP153) by shRNA inhibits HIV-1 infection in human Jurkat lymphocytes
9606,9972,enhanced by,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,26109731,2017-09-12 10:58,shRNA knockdown of NUP153 renders cells less permissive to HIV-1 WT; HIV-1 is enhanced by NUP153
9606,9972,requires,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,25744187,2017-09-12 10:58,HIV-1 requires NUP153 and TPR for infectivity as shown by shRNA knockdown experiments utilizing HeLa-derived P4-CCR5 cells and jurkat T cells
9606,9972,requires,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,26586435,2017-09-12 10:58,"Knockdown of CPSF6, TNPO3, or NUP153 through siRNA leads to decreased CA and proviral DNA nuclear entry"
9606,9972,requires,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,25744187,2017-09-12 10:58,HIV-1 replication requires NUP153 for import into the nucleus as shown through shRNA treatment
9606,9972,requires,NP_005115.2,nuclear pore complex protein Nup153 isoform 2,25744187,2017-09-12 10:58,HIV-1 replication requires amino acids 896-1475 in NUP153; deletion of the c-terminal domain of NUP153 amino acid stretch disrupts viral infectivity
9606,9987,enhanced by,NP_112740.1,heterogeneous nuclear ribonucleoprotein D-like isoform a,18854154,2016-07-26 14:53,Knockdown of heterogeneous nuclear ribonucleoprotein D-like (HNRPDL) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,10001,enhanced by,NP_005457.2,mediator of RNA polymerase II transcription subunit 6 isoform 2,18854154,2016-07-26 14:53,Knockdown of mediator complex subunit 6 (MED6) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,10001,enhanced by,NP_005457.2,mediator of RNA polymerase II transcription subunit 6 isoform 2,"18187620,25100719",2016-07-26 14:53,Knockdown of mediator complex subunit 6 (MED6) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,10001,enhanced by,NP_005457.2,mediator of RNA polymerase II transcription subunit 6 isoform 2,18976975,2016-07-26 14:53,Knockdown of mediator complex subunit 6 (MED6) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,10013,inhibited by,NP_001308154.1,histone deacetylase 6 isoform a,26105074,2016-07-26 14:53,HIV-1 infectivity is decreased by HDAC6 overexpression in the virus producing cells (HEK293T)
9606,10015,incorporates,NP_001155901.1,programmed cell death 6-interacting protein isoform 2,27280284,2017-09-15 11:26,"HIV-1 incorporates PDCD6IP (ALIX) and TSG101 into virions, which is sensitive to mutations in YP and PTAP domains respectively"
9606,10015,enhanced by,NP_037506.2,programmed cell death 6-interacting protein isoform 1,25633977,2016-07-26 14:53,"Knockdown of programmed cell death 6 interacting protein (AIP1, ALIX) by siRNA inhibits HIV-1 release and infectivity"
9606,10015,requires,NP_037506.2,programmed cell death 6-interacting protein isoform 1,27339686,2017-09-12 10:58,"HIV-1 replication, specifically budding, requires PDCD6IP (ALIX) as shown through shRNA knockdown in HEK293T cells"
9606,10026,enhanced by,NP_005473.1,GPI-anchor transamidase precursor,18187620,2016-07-26 14:53,"Knockdown of phosphatidylinositol glycan anchor biosynthesis, class K (PIGK) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,10036,enhanced by,NP_005474.2,chromatin assembly factor 1 subunit A,18854154,2016-07-26 14:53,"Knockdown of chromatin assembly factor 1, subunit A (CHAF1A) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,10043,regulated by,NP_005479.1,target of Myb1 membrane trafficking protein isoform 1,18976975,2016-07-26 14:53,"Knockdown of target of myb1 (TOM1) by siRNA has both activating and inhibiting activities on HIV-1 replication in HeLa P4/R5 cells, suggesting a regulatory role in HIV replication"
9606,10049,enhanced by,NP_005485.1,dnaJ homolog subfamily B member 6 isoform b,18976975,2016-07-26 14:53,"Knockdown of DnaJ (Hsp40) homolog, subfamily B, member 6 (DNAJB6) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells"
9606,10050,enhanced by,NP_005486.1,probable small intestine urate exporter isoform a,19460752,2016-07-26 14:53,"Knockdown of solute carrier family 17 (sodium phosphate), member 4 (SLC17A4; KAIA2138) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,10075,enhanced by,NP_113584.3,E3 ubiquitin-protein ligase HUWE1,18187620,2016-07-26 14:53,"Knockdown of HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase (HUWE1) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,10076,enhanced by,NP_005695.3,receptor-type tyrosine-protein phosphatase U isoform 3 precursor,18854154,2016-07-26 14:53,"Knockdown of protein tyrosine phosphatase, receptor type U (PTPRU) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1"
9606,10096,enhanced by,NP_005712.1,actin-related protein 3 isoform 1,24415754,2016-07-26 14:53,Knockdown of ARP3 by shRNA inhibits HIV-1 infection in CEM-SS cells
9606,10096,requires,NP_005712.1,actin-related protein 3 isoform 1,26018170,2016-07-26 14:53,HIV-1 VLP production/release from Jurkat T lymphocytes requires an intact RAC1-WASF2-BAIAP2-ARP3 pathway as demonstrated by siRNA knockdown experiments
9606,10098,enhanced by,NP_005714.2,tetraspanin-5,19460752,2016-07-26 14:53,Knockdown of tetraspanin 5 (TSPAN5) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,10128,enhanced by,NP_573566.2,"leucine-rich PPR motif-containing protein, mitochondrial precursor",22808186,2016-07-26 14:53,Knockdown of leucine-rich pentatricopeptide repeat containing (LRPPRC) by shRNA inhibits HIV-1 infection in HeLa T4 beta-gal cells
9606,10130,enhanced by,NP_005733.1,protein disulfide-isomerase A6 isoform d precursor,18187620,2016-07-26 14:53,"Knockdown of protein disulfide isomerase family A, member 6 (PDIA6) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells"
9606,10157,enhanced by,NP_005754.2,"alpha-aminoadipic semialdehyde synthase, mitochondrial",18976975,2016-07-26 14:53,Knockdown of aminoadipate-semialdehyde synthase (AASS) by siRNA inhibits HIV-1 replication in HeLa P4/R5 cells
9606,10163,downregulates,NP_001188333.1,actin-binding protein WASF2 isoform 2,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of WASF2
9606,10163,enhanced by,NP_001188333.1,actin-binding protein WASF2 isoform 2,26018170,2016-07-26 14:53,HIV-1 VLP production/release from Jurkat T lymphocytes requires an intact RAC1-WASF2-BAIAP2-ARP3 pathway as demonstrated by siRNA knockdown experiments
9606,10179,enhanced by,NP_057174.1,RNA-binding protein 7 isoform b,18854154,2016-07-26 14:53,Knockdown of RNA binding motif protein 7 (RBM7) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,10181,enhanced by,NP_005769.1,RNA-binding protein 5,18854154,2016-07-26 14:53,Knockdown of RNA binding motif protein 5 (RBM5) by siRNA inhibits the early stages of HIV-1 replication in 293T cells infected with VSV-G pseudotyped HIV-1
9606,10196,enhanced by,NP_005779.1,protein arginine N-methyltransferase 3 isoform 1,19460752,2016-07-26 14:53,Knockdown of protein arginine methyltransferase 3 (PRMT3) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells
9606,10197,enhanced by,NP_005780.2,proteasome activator complex subunit 3 isoform 1,19460752,2016-07-26 14:53,"Knockdown of proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki; PSME3) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
9606,10200,enhanced by,NP_005783.2,M-phase phosphoprotein 6,18187620,2016-07-26 14:53,Knockdown of M-phase phosphoprotein 6 (MPHOSPH6) by siRNA inhibits HIV-1 replication in HeLa-derived TZM-bl cells
9606,10223,downregulates,NP_005805.1,cell surface A33 antigen precursor,26439863,2017-09-15 11:26,HIV-1 infection (VSV-G pseudotyped) of CEMT4 T cells downregulates plasma membrane expression of GPA33
9606,10223,enhanced by,NP_005805.1,cell surface A33 antigen precursor,19460752,2016-07-26 14:53,"Knockdown of glycoprotein A33, transmembrane (GPA33) by shRNA library screening inhibits HIV-1 replication in cultured Jurkat T-cells"
